imdb_id,keywords,release_year,budget_adj,revenue_adj,genres,production_companies,vote_average
tt2910904,based on novel|australia|dressmaker|hometown|woman director,2015,10975595.17,16872792.58,Drama,Amazon Studios|Film Art Media|Apollo Media,6.9
tt1666801,high school|teenager|popularity|high school senior|teen comedy,2015,7819996.559,40046325.66,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,6.8
tt2752772,haunted house|sequel|twins,2015,9199995.952,48651435.15,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,5.5
tt3450650,shopping mall|las vegas nevada|security guard,2015,27599987.86,98989419.08,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),5.3
tt4007502,sister sister relationship|birthday|song|birthday party|flu,2015,0,0,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,7
tt0462335,skyscraper|high rise,2015,0,0,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,5.4
tt3181822,male nudity|female nudity|sex|adultery|infidelity,2015,3679998.381,46150034.45,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,3.9
tt3321300,corruption|terrorist|explosive|police|kidnapping,2015,0,0,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,5.6
tt1674771,friendship|hollywood|movie star|entourage,2015,27599987.86,45322311.74,Comedy,Warner Bros.|Closest to the Hole Productions,6.2
tt0884732,male friendship|impersonator|wedding|lying|best man,2015,21159990.69,73415857.3,Comedy,Miramax Films|Screen Gems|LStar Capital,6.5
tt1727776,female nudity|shotgun|nudity|strip club|party,2015,13799993.93,13671898.7,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,6.2
tt3567288,rap|pennsylvania|brother sister relationship|farm|grandparents,2015,4599997.976,90574017.19,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,5.9
tt1355683,boston|based on true story|organized crime,2015,48759978.55,91793583.37,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,6.3
tt3276924,casino|robbery|bus hijacking|heist,2015,8187996.397,46125.0997,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,5.4
tt3850590,fire|winter|santa claus|snow storm|christmas tree,2015,13799993.93,56624785.53,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,5.9
tt2402101,prison|based on novel|brother sister relationship|satanism|witness,2015,18399991.9,191900.8756,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,5.7
tt1781922,coup|american|family|foreign,2015,4599997.976,50065340.21,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,6.7
tt3850214,california|hip-hop|harvard university|geek|coming of age,2015,643999.7166,16547831.24,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,7.3
tt3316948,memory loss|stoner|black ops,2015,25759988.67,25951426.78,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,5.9
tt2404425,nazis|art|stolen painting,2015,10119995.55,56690166.22,Drama,BBC Films|Origin Pictures,7.3
tt3086386,magic|fantasy|steampunk|dragon,2015,0,0,Action|Fantasy|Adventure,Universal Pictures,4.5
tt1850457,sister sister relationship|childhood home,2015,27599987.86,96610126.25,Comedy,Little Stranger,5.9
tt2436386,time travel|time machine|teenager|found footage,2015,11039995.14,29668368.67,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,6.3
tt1727770,london|alien|teacher|talking animal|super powers,2015,0,4774472.219,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,5.8
tt2938956,transporter|sequel|suspense|car|bank heist,2015,22999989.88,66819267,Thriller|Action|Crime,EuropaCorp,5.3
tt2554274,haunted house|mining|murder|spitting blood|gothic,2015,50599977.74,68705406.01,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,6.4
tt1945084,assassin|mob boss,2015,0,0,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",5.1
tt2268016,male friendship|strip club|road trip|strip tease|strip,2015,13615994.01,112619962.9,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),6.3
tt2473510,terror|supernatural|sequel|demon|found footage,2015,9199995.952,71851557.15,Horror|Thriller,Paramount Pictures|Blumhouse Productions,5
tt3205376,fire|bounty hunter|shotgun|horseback riding|horse,2015,0,210766.3873,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,6.6
tt3203606,screenwriter|communist|biography|film history|hollywood,2015,13799993.93,7576804.786,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,7.2
tt1741273,fbi|missing child,2015,17939992.11,29614535.81,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,6.2
tt2872462,comedy,2015,0,2300395.508,Comedy,RT Features,6.4
tt2279373,ocean|sea|star|water|comedy,2015,68079970.04,286666383.3,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,5.7
tt3369806,afghanistan|war|based on true story|rescue|betrayal,2015,18399991.9,40449856.8,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),7
tt2872750,countryside|sheep|based on tv series|memory loss|hospital,2015,0,54923975.83,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),6.9
tt2217859,usa|brother brother relationship|father-son relationship|car accident|death of mother,2015,10119995.55,0,Drama,Motlys|Arte France Cinéma|Animal Kingdom,6.3
tt3577624,road movie,2015,0,1566237.671,Comedy|Drama,Reposado Producciones|Televisión Española (TVE)|Mediapro,6.3
tt2515034,assassin|hitman,2015,36799983.81,9811564.763,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),5.6
tt3713166,computer|bullying|revenge|internet|violence,2015,919999.5952,57851497.35,Horror|Thriller,Bazelevs Production|Blumhouse Productions,5.6
tt2967224,texas|prisoner|cop|drug cartel|on the run,2015,32199985.83,47545764,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5.5
tt3195644,sequel,2015,9199995.952,95959500.7,Drama|Horror|Thriller,Sony Pictures,6.3
tt1598642,love triangle|based on novel|jealousy|radiation|tractor,2015,0,109004.312,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,5.5
tt3829170,magic|wall|druid|knight|dragon,2015,0,0,Action|Adventure|Fantasy,Raffaella Productions,4.5
tt3722070,based on novel|biography|based on true story,2015,5519997.571,38076655.29,Comedy|Drama,BBC Films|TriStar Productions,5.9
tt1976009,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,2015,36799983.81,31489100.3,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,5.5
tt3532278,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,2015,0,0,Adventure|Drama|Family,Terra Mater Factual Studios,7.5
tt2401878,sex|depression|existentialism,2015,7359996.762,3458541.598,Animation|Comedy|Drama|Romance,Starburns Industries,6.7
tt2494362,poison|prisoner|murder|rifle|gore,2015,1655999.271,0,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,6.3
tt3319920,investigation|memory loss,2015,0,16257405.77,Horror|Mystery|Thriller,The Weinstein Company|Himenóptero|First Generation Films|Mod Producciones|FilmNation Entertainment,5.2
tt1596345,chess|cold war|russia|biography|victory,2015,0,0,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,6.6
tt0787524,england|indian|mathematician|biography|cambridge,2015,0,10554653.04,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,7.1
tt3172532,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,2015,1839999.19,1358841.242,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,6.8
tt3733778,halloween|police|revenge|burned alive|children,2015,0,0,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,5.3
tt1567437,violence|psychiatrist|dark|evil|woman director,2015,0,0,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,6
tt2493486,loyalty|emperor|castle|sword fight|revenge,2015,0,3352102.245,Action|Adventure,Czech Anglo Productions|Luka Productions,6.3
tt1837636,middle east|persia|adventurer,2015,13799993.93,0,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,6
tt3623726,homophobia|rock star|aging|family relationships|divorce,2015,16559992.71,38019285.03,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,5.5
tt2245003,female friendship|music|friendship|love|cancer,2015,0,0,Comedy|Drama|Romance,S Films|New Sparta Films,7.2
tt3472226,video game|martial arts|kung fu|hacker|nazis,2015,579617.225,0,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,7.7
tt2056771,italy|fish|rock star|vacation|rock concert,2015,0,1781601.296,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le Attività Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,5.8
tt1791682,marriage|middle age,2015,9199995.952,6980483.129,Drama|Comedy,Scott Rudin Productions|A24,5.9
tt2561572,prison|training|framed|embezzlement,2015,36799983.81,97990493.64,Comedy,Gary Sanchez Productions|Warner Bros.,5.9
tt2479478,wild west,2015,55199975.71,0,Comedy|Western,Happy Madison Productions,4.8
tt2393845,assassin|dark comedy,2015,0,0,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,5.1
tt2006295,mining|chile|based on true story|survival|woman director,2015,22999989.88,22910495.08,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,5.8
tt3077214,london|biography|feminist|period drama|woman director,2015,12879994.33,14722219.92,Drama|History,Ruby Films|Pathé|Film4,7.1
tt3544082,secret|marriage,2015,0,0,Drama,The Bureau,6
