imdb_id,keywords,release_year,budget_adj,revenue_adj,genres,production_companies,vote_average,on_novel,producer
tt1661199,cinderella|magic|fairy tale|princess|shoe,2015,87399961.54,498963025.2,Romance|Fantasy|Family|Drama,Walt Disney Pictures|Genre Films|Beagle Pug Films|Allison Shearmur Productions,6.8,not based on novel,Neither
tt1951266,revolution|strong woman|dystopia|game of death|3d,2015,147199935.2,598481289.5,War|Adventure|Science Fiction,Studio Babelsberg|StudioCanal|Lionsgate|Walt Disney Studios Motion Pictures|Color Force,6.5,not based on novel,Neither
tt1964418,inventor|apocalypse|destiny|imax|dreamer,2015,174799923.1,192312729.9,Action|Family|Science Fiction|Adventure|Mystery,Walt Disney Pictures|Babieka|A113,6.2,not based on novel,Neither
tt1798684,sport,2015,27599987.86,84373003.72,Action|Drama,Escape Artists|Riche-Ludwig Productions,7.3,not based on novel,Neither
tt2126355,california|earthquake|catastrophe|disaster film|3d,2015,101199955.5,432851375,Action|Drama|Thriller,New Line Cinema|Village Roadshow Pictures|Warner Bros.|Flynn Picture Company,6.1,not based on novel,Neither
tt2322441,based on novel|billionaire|bdsm|woman director|erotic movie,2015,36799983.81,524079119,Drama|Romance,Focus Features|Trigger Street Productions|Michael De Luca Productions,5.3,based on novel,Neither
tt1596363,bank|fraud|biography|wall street|finances,2015,25759988.67,122678731.5,Comedy|Drama,Paramount Pictures|Plan B Entertainment|Regency Enterprises,7.3,not based on novel,Paramount Pictures
tt2381249,spy|sequel|mission,2015,137999939.3,627743451.7,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,7.1,not based on novel,Paramount Pictures
tt2637276,sperm bank|sequel|buddy|courthouse|teddy bear,2015,62559972.47,198594430.1,Comedy,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,6.3,not based on novel,Universal Picures
tt2802144,spy|great britain|secret organization|secret agent|marvel comic,2015,74519967.21,371497801.7,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation|Marv Films|TSG Entertainment|Cloudy Productions,7.6,not based on novel,Neither
tt1895587,child abuse|journalism|judge|florida|boston,2015,18399991.9,81278719.4,Drama|Thriller|History,Participant Media|Open Road Films|Anonymous Content|Rocklin / Faust|Entertainment One Features,7.8,not based on novel,Neither
tt4046784,based on novel|resistance|maze|post-apocalyptic|dystopia,2015,56119975.31,286356245.9,Action|Science Fiction|Thriller,Gotham Group|Temple Hill Entertainment|TSG Entertainment,6.4,based on novel,Neither
tt1823672,artificial intelligence|android|robot|near future|robot cop,2015,45079980.16,93903685.24,Crime|Action|Science Fiction,Columbia Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|Alpha Core|Genre Films,6.6,not based on novel,Neither
tt2848292,music|sequel|singer|male female relationship|audition,2015,26679988.26,264505582.1,Comedy|Music,Universal Pictures|Gold Circle Films|Brownstone Productions,6.8,not based on novel,Universal Picures
tt3682448,spy|cia|cold war|pilot|lawyer,2015,36799983.81,149601569.3,Thriller|Drama,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions,7.1,not based on novel,Neither
tt1051904,based on novel|magic|fantasy|family|3d,2015,53359976.52,138157089,Adventure|Horror|Comedy,Columbia Pictures|Original Film|Scholastic Entertainment,6.2,based on novel,Neither
tt3170832,based on novel|carpet|isolation|imprisonment|grandparents,2015,5519997.571,32569603.03,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,8,based on novel,Neither
tt1979388,tyrannosaurus rex|friends|animation|alternate history|dinosaur,2015,160999929.2,305371920.9,Adventure|Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios|Buena Vista,6.6,not based on novel,Neither
tt2199571,hitman|revenge|murder|on the run|mobster,2015,45999979.76,65836683.51,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment|Energy Entertainment|RatPac-Dune Entertainment,6.3,not based on novel,Neither
tt2381111,love triangle|based on novel|homesickness|vororte|ship,2015,10119995.55,57110024.59,Drama|Romance,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,7.3,based on novel,Neither
tt1398426,brother brother relationship|aids|police brutality|hip-hop|wife husband relationship,2015,25759988.67,185504110.1,Drama|Music,New Line Cinema|Universal Pictures|Legendary Pictures|Cube Vision|Broken Chair Flickz,7.7,not based on novel,Universal Picures
tt1618442,new york|witch|uprising|witch hunter,2015,82799963.57,129164861.2,Fantasy|Action|Adventure,Summit Entertainment|Atmosphere Entertainment MM|One Race Films|Goldmann Pictures|NeoReel,5.6,not based on novel,Neither
tt2080374,biography|computer|based on true story|father daughter relationship|apple computer,2015,27599987.86,31686509.22,History|Drama,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,6.9,not based on novel,Universal Picures
tt1638355,spy|cold war|remake|based on tv series|buddy cop,2015,68999969.64,99493456.5,Comedy|Action|Adventure,Davis Entertainment|Warner Bros.|Wigram Productions|RatPac-Dune Entertainment,7,not based on novel,Neither
tt1655441,san francisco|immortality|love|forever,2015,22999989.88,39219376.66,Fantasy|Drama|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment|Sierra/Affinity,7.3,not based on novel,Neither
tt3072482,female nudity|cyborg|nudity|murder|gore,2015,9199995.952,13187081,Action|Adventure|Science Fiction,Bazelevs Production|Versus Pictures,5.9,not based on novel,Neither
tt2224026,friendship|spaceship|space|alien|alien invasion,2015,124199945.4,339361177.1,Fantasy|Comedy|Animation|Science Fiction|Family,Twentieth Century Fox Film Corporation|DreamWorks Animation,6.9,not based on novel,Neither
tt3622592,friendship|high school|teen|classmate|based on young adult book,2015,11039995.14,78671281.38,Drama|Mystery|Romance,Fox 2000 Pictures,6.2,not based on novel,Neither
tt3464902,dystopia,2015,3679998.381,8339346.451,Thriller|Comedy|Drama|Romance|Science Fiction,Haut et Court|Eurimages|Lemming Film|Element Pictures|Nederlands Fonds voor de Film,6.6,not based on novel,Neither
tt2402927,gay|new york|female nudity|chicago|sex,2015,10855995.22,37050347.9,Romance|Drama,Killer Films|Film4|Number 9 Films,7.1,not based on novel,Neither
tt2361509,intern|woman director,2015,32199985.83,178999419.5,Comedy,Waverly Films|Warner Bros.,7.1,not based on novel,Neither
tt2719848,mountains|snow storm|hiking|snow|death,2015,50599977.74,187153294.9,Adventure|Drama,Universal Pictures|Working Title Films|Walden Media|Cross Creek Pictures|Free State Pictures,6.7,not based on novel,Universal Picures
tt2446980,biography,2015,55199975.71,93043293.34,Comedy|Drama,Fox 2000 Pictures|Davis Entertainment|Annapurna Pictures|TSG Entertainment,6.4,not based on novel,Neither
tt2058673,undercover|undercover agent|extreme sports|fbi agent|3d,2015,96599957.5,123021160,Action|Crime|Thriller,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Ehman Productions,5.5,not based on novel,Neither
tt2503944,london|cook|restaurant|diva|career,2015,18399991.9,33678188.74,Drama,Double Feature Films|PeaPie Films|3 Arts Entertainment,6.3,not based on novel,Neither
tt2140379,lie|immortality|terminal illness|laboratory|cancer,2015,23919989.48,28081355.56,Science Fiction|Mystery|Thriller,Endgame Entertainment|Ram Bergman Productions,6.2,not based on novel,Neither
tt3045616,based on novel|painting|debt|art dealer|stolen painting,2015,55199975.71,27985062.89,Comedy|Adventure,Lionsgate|Mad Chance|OddLot Entertainment|Huayi Brothers Media,5.3,based on novel,Neither
tt0810819,paris|denmark|copenhagen|artist|art,2015,13799993.93,59056175.18,Drama,Pretty Pictures|Working Title Films|Artémis Productions|Le Tax Shelter du Gouvernement Fédéral de Belgique|Taxshelter. be,7.3,not based on novel,Neither
tt2717822,terrorist|technology|anti hero|hacker|computer virus,2015,64399971.66,16332697.61,Mystery|Crime|Action|Thriller|Drama,Universal Pictures|Forward Pass|Legendary Pictures,5,not based on novel,Universal Picures
tt3397884,mexico|cia|smoking|texas|fbi,2015,27599987.86,77303716.71,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,7.1,not based on novel,Neither
tt1502712,teleportation|transformation|telekinesis|portal|marvel comic,2015,110399952.3,154539320.3,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),4.4,not based on novel,Neither
tt4263482,witch|new england|17th century,2015,3219998.583,37190013.04,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,5.8,not based on novel,Neither
tt3079380,spy|cia|undercover|arms dealer|disaster,2015,59799973.69,216812826.1,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,6.9,not based on novel,Neither
tt2381941,seduction|con man|femme fatale|deception|con artist,2015,46091979.72,141645863.6,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,6.7,not based on novel,Neither
tt2679042,assassin|secret identity|intelligence|hitman|execution,2015,32199985.83,75759810.19,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,5.5,not based on novel,Neither
tt1390411,suicide|ocean|sea|hunger|shipwreck,2015,91999959.52,86315059.38,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,6.4,not based on novel,Neither
tt3076658,underdog|sport|spin off|underground fighting|motivational speaker,2015,32199985.83,126900665.8,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,7.3,not based on novel,Neither
tt3152624,alcohol|one-night stand,2015,32199985.83,129532072.6,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,6.1,not based on novel,Universal Picures
tt2057392,terrorist|drone|u.s. military|air force base|combat drone,2015,11959994.74,30220316.9,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,7.2,not based on novel,Neither
tt3569230,biography|based on true story|gangster|twins,2015,22999989.88,39535137.08,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),6.7,not based on novel,Neither
tt3332064,flying|magic|fairy tale|peter pan|mermaid,2015,137999939.3,118117202.4,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,5.9,not based on novel,Neither
tt2452042,based on comic strip|family|3d|charlie brown|snoopy,2015,91079959.92,226534364.3,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,6.4,not based on novel,Neither
tt3322364,american football|biography|professional sports|sports injury|nfl,2015,32199985.83,44733666.56,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,6.9,not based on novel,Neither
tt3530002,male friendship|new york city|drug|christmas eve|childhood friend,2015,22999989.88,48204295.11,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,6.1,not based on novel,Neither
tt3605418,female nudity|sex|disc jockey|infidelity|rain,2015,2299998.988,4796917.449,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,4.8,not based on novel,Neither
tt2726560,based on novel|art student|cowboys|injury|bull riding,2015,31279986.24,57972193.01,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,7.3,based on novel,Neither
tt2510894,transylvania|hotel|witch|technology|magic,2015,73599967.62,428888671.8,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,6.8,not based on novel,Neither
tt2279339,big family|family relationships|family|woman director|christmas,2015,15639993.12,22079990.28,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,5.3,not based on novel,Neither
tt3488710,1970s|skyscraper|based on true story|tightrope|planning,2015,32199985.83,56287361.87,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,6.8,not based on novel,Neither
tt2401097,chinese mafia|parkour|new york city|loan shark|young adult,2015,10119995.55,1714249.046,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,5.9,not based on novel,Neither
tt1524930,route 66|grand canyon|cow|vacation|road trip,2015,28519987.45,96033410.71,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,6.1,not based on novel,Neither
tt1029360,poltergeist|haunted house|remake|duringcreditsstinger,2015,32199985.83,87802915.85,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,5,not based on novel,Neither
tt1881002,post-apocalyptic|dystopia|zombies,2015,3679998.381,172142.9643,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,5.1,not based on novel,Neither
tt1014763,murder|serial killer|military|chili|soviet union,2015,45999979.76,3058382.254,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,5.9,not based on novel,Neither
tt4178092,detective|stalker|gift|bully|psychological thriller,2015,4599997.976,54260336.89,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,6.6,not based on novel,Neither
tt1528854,daddys home,2015,45999979.76,221131463.3,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,5.7,not based on novel,Paramount Pictures
tt1754656,philosophy|utopia|airplane|adventure|dystopia,2015,58879974.09,89765510.5,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7.5,not based on novel,Neither
tt2910904,based on novel|australia|dressmaker|hometown|woman director,2015,10975595.17,16872792.58,Drama,Amazon Studios|Film Art Media|Apollo Media,6.9,based on novel,Neither
tt1666801,high school|teenager|popularity|high school senior|teen comedy,2015,7819996.559,40046325.66,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,6.8,not based on novel,Neither
tt2752772,haunted house|sequel|twins,2015,9199995.952,48651435.15,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,5.5,not based on novel,Neither
tt3450650,shopping mall|las vegas nevada|security guard,2015,27599987.86,98989419.08,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),5.3,not based on novel,Neither
tt3181822,male nudity|female nudity|sex|adultery|infidelity,2015,3679998.381,46150034.45,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,3.9,not based on novel,Universal Picures
tt1674771,friendship|hollywood|movie star|entourage,2015,27599987.86,45322311.74,Comedy,Warner Bros.|Closest to the Hole Productions,6.2,not based on novel,Neither
tt0884732,male friendship|impersonator|wedding|lying|best man,2015,21159990.69,73415857.3,Comedy,Miramax Films|Screen Gems|LStar Capital,6.5,not based on novel,Neither
tt1727776,female nudity|shotgun|nudity|strip club|party,2015,13799993.93,13671898.7,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,6.2,not based on novel,Paramount Pictures
tt3567288,rap|pennsylvania|brother sister relationship|farm|grandparents,2015,4599997.976,90574017.19,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,5.9,not based on novel,Neither
tt1355683,boston|based on true story|organized crime,2015,48759978.55,91793583.37,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,6.3,not based on novel,Neither
tt3276924,casino|robbery|bus hijacking|heist,2015,8187996.397,46125.0997,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,5.4,not based on novel,Neither
tt3850590,fire|winter|santa claus|snow storm|christmas tree,2015,13799993.93,56624785.53,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,5.9,not based on novel,Universal Picures
tt2402101,prison|based on novel|brother sister relationship|satanism|witness,2015,18399991.9,191900.8756,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,5.7,based on novel,Neither
tt1781922,coup|american|family|foreign,2015,4599997.976,50065340.21,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,6.7,not based on novel,Neither
tt3850214,california|hip-hop|harvard university|geek|coming of age,2015,643999.7166,16547831.24,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,7.3,not based on novel,Neither
tt3316948,memory loss|stoner|black ops,2015,25759988.67,25951426.78,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,5.9,not based on novel,Neither
tt2404425,nazis|art|stolen painting,2015,10119995.55,56690166.22,Drama,BBC Films|Origin Pictures,7.3,not based on novel,Neither
tt1850457,sister sister relationship|childhood home,2015,27599987.86,96610126.25,Comedy,Little Stranger,5.9,not based on novel,Neither
tt2436386,time travel|time machine|teenager|found footage,2015,11039995.14,29668368.67,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,6.3,not based on novel,Paramount Pictures
tt2938956,transporter|sequel|suspense|car|bank heist,2015,22999989.88,66819267,Thriller|Action|Crime,EuropaCorp,5.3,not based on novel,Neither
tt2554274,haunted house|mining|murder|spitting blood|gothic,2015,50599977.74,68705406.01,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,6.4,not based on novel,Neither
tt2268016,male friendship|strip club|road trip|strip tease|strip,2015,13615994.01,112619962.9,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),6.3,not based on novel,Neither
tt2473510,terror|supernatural|sequel|demon|found footage,2015,9199995.952,71851557.15,Horror|Thriller,Paramount Pictures|Blumhouse Productions,5,not based on novel,Paramount Pictures
tt3203606,screenwriter|communist|biography|film history|hollywood,2015,13799993.93,7576804.786,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,7.2,not based on novel,Neither
tt1741273,fbi|missing child,2015,17939992.11,29614535.81,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,6.2,not based on novel,Neither
tt2279373,ocean|sea|star|water|comedy,2015,68079970.04,286666383.3,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,5.7,not based on novel,Paramount Pictures
tt3369806,afghanistan|war|based on true story|rescue|betrayal,2015,18399991.9,40449856.8,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),7,not based on novel,Neither
tt2515034,assassin|hitman,2015,36799983.81,9811564.763,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),5.6,not based on novel,Neither
tt3713166,computer|bullying|revenge|internet|violence,2015,919999.5952,57851497.35,Horror|Thriller,Bazelevs Production|Blumhouse Productions,5.6,not based on novel,Neither
tt2967224,texas|prisoner|cop|drug cartel|on the run,2015,32199985.83,47545764,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5.5,not based on novel,Neither
tt3195644,sequel,2015,9199995.952,95959500.7,Drama|Horror|Thriller,Sony Pictures,6.3,not based on novel,Neither
tt3722070,based on novel|biography|based on true story,2015,5519997.571,38076655.29,Comedy|Drama,BBC Films|TriStar Productions,5.9,based on novel,Neither
tt1976009,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,2015,36799983.81,31489100.3,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,5.5,not based on novel,Neither
tt2401878,sex|depression|existentialism,2015,7359996.762,3458541.598,Animation|Comedy|Drama|Romance,Starburns Industries,6.7,not based on novel,Neither
tt3172532,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,2015,1839999.19,1358841.242,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,6.8,not based on novel,Neither
tt3623726,homophobia|rock star|aging|family relationships|divorce,2015,16559992.71,38019285.03,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,5.5,not based on novel,Neither
tt1791682,marriage|middle age,2015,9199995.952,6980483.129,Drama|Comedy,Scott Rudin Productions|A24,5.9,not based on novel,Neither
tt2561572,prison|training|framed|embezzlement,2015,36799983.81,97990493.64,Comedy,Gary Sanchez Productions|Warner Bros.,5.9,not based on novel,Neither
tt2006295,mining|chile|based on true story|survival|woman director,2015,22999989.88,22910495.08,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,5.8,not based on novel,Neither
tt3077214,london|biography|feminist|period drama|woman director,2015,12879994.33,14722219.92,Drama|History,Ruby Films|Pathé|Film4,7.1,not based on novel,Neither
tt3787590,dj,2015,5519997.571,10232318.3,Drama|Music|Romance,Working Title Films,6.2,not based on novel,Neither
tt2555736,old people's home,2015,9199995.952,79099969.92,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,6.4,not based on novel,Neither
tt1243974,hawaii|military,2015,34039985.02,24150007.77,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,5.2,not based on novel,Neither
tt1018765,political campaign|south america,2015,25759988.67,6442077.285,Drama|Comedy,Participant Media|Smokehouse Pictures,5.7,not based on novel,Neither
tt1658801,new jersey|equality|lesbian couple|cancer,2015,6439997.166,527467.9679,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,7.1,not based on novel,Neither
tt3774694,paris|sex|sexuality|cocaine|nudity,2015,2759998.786,639647.1986,Drama|Romance,Wild Bunch|Les Cinémas de la Zone|Rectangle Productions|Scope Pictures|RT Features,4.7,not based on novel,Neither
tt3859076,document|biography|one word title|tv reporter|directorial debut,2015,8831996.114,2338228.651,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),6.4,not based on novel,Neither
tt1772288,rock star|middle age,2015,9199995.952,9968887.454,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,6.6,not based on novel,Neither
tt3164256,jealousy|ex-boyfriend|afghanistan|record producer|last chance,2015,13799993.93,2779009.657,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,5.1,not based on novel,Neither
tt3766394,dating|middle age,2015,919999.5952,13289393.23,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,6.6,not based on novel,Neither
tt1524575,exorcism|anti-christ|exorcists,2015,11959994.74,1641981.238,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,4.5,not based on novel,Neither
tt2891174,florida|motel|finances|single father|mother son relationship,2015,7359996.762,1298972.268,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,6.8,not based on novel,Neither
tt2637294,time travel|sequel|hot tub|duringcreditsstinger,2015,12879994.33,11329473.94,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),5,not based on novel,Paramount Pictures
tt1178665,hiking|backpacker|friends|appalachian trail,2015,7359996.762,33111785.47,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,5.4,not based on novel,Neither
tt2918436,terror|experiment|afterlife|paranormal|violence,2015,3035998.664,58981843.81,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,4.9,not based on novel,Neither
tt2358925,europe|business trip,2015,32199985.83,13276746.92,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,4.9,not based on novel,Neither
tt2366608,underworld|lost city,2015,1839999.19,41796.50161,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,5.7,not based on novel,Neither
tt2309260,gallows|high school|tragedy|hanging|found footage,2015,91999.95952,39251239.93,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,5,not based on novel,Neither
tt3707106,france|hotel|1970s|grief|travel,2015,9199995.952,3068131.49,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,5.4,not based on novel,Neither
tt2883434,grieving widower|widower,2015,8279996.357,19845485.15,Drama,Treehouse Pictures,6.7,not based on novel,Neither
tt1490785,country music|biography|music|country singer,2015,11959994.74,1515044.293,Drama|Music,Bron Studios|RatPac Entertainment,5.6,not based on novel,Neither
